id,time_id,Time_Date,Time_Year,Time_Month,Time_Day,site_id,Site_Name,Site_Location,customer_segment_id,Customer_Segment_Name,Customer_Type
799,799,2024-06-01 00:29:15.892032,2024,6,1,11,Paiton,Sumatera Selatan,3,Industrial,Postpaid
800,800,2024-07-04 04:51:15.892032,2024,7,4,1,Karangkates,Jawa Timur,4,Government,Postpaid
801,801,2025-03-04 13:56:15.892032,2025,3,4,19,Likupang,DKI Jakarta,3,Industrial,Postpaid
802,802,2025-01-17 09:03:15.892032,2025,1,17,2,Cirata,Jawa Barat,2,Commercial,Prepaid
803,803,2025-04-04 14:18:15.892032,2025,4,4,17,Sidrap,NTT,3,Industrial,Prepaid
804,804,2024-12-25 06:36:15.892032,2024,12,25,10,Mataloko,Lampung,3,Industrial,Postpaid
805,805,2025-05-09 03:53:15.892032,2025,5,9,4,Kamojang,Sumatera Utara,2,Commercial,Prepaid
806,806,2025-01-02 11:35:15.892032,2025,1,2,3,Saguling,Jawa Tengah,1,Residential,Postpaid
807,807,2024-11-17 16:35:15.892032,2024,11,17,24,Rantau Dedap,Jawa Barat,4,Government,Prepaid
808,808,2024-10-12 05:30:15.892032,2024,10,12,1,Karangkates,Jawa Timur,3,Industrial,Prepaid
809,809,2025-05-18 21:12:15.892032,2025,5,18,13,Tanjung Jati B,Jawa Barat,3,Industrial,Prepaid
810,810,2024-07-31 16:43:15.892032,2024,7,31,10,Mataloko,Lampung,4,Government,Postpaid
811,811,2024-08-25 06:43:15.892032,2024,8,25,5,Darajat,Sulawesi Utara,4,Government,Postpaid
812,812,2024-07-06 03:57:15.892032,2024,7,6,10,Mataloko,Lampung,1,Residential,Prepaid
813,813,2024-11-04 03:09:15.892032,2024,11,4,13,Tanjung Jati B,Jawa Barat,4,Government,Postpaid
814,814,2024-12-04 01:44:15.892032,2024,12,4,4,Kamojang,Sumatera Utara,4,Government,Prepaid
815,815,2024-10-09 04:29:15.892032,2024,10,9,4,Kamojang,Sumatera Utara,4,Government,Postpaid
816,816,2024-06-12 16:02:15.892032,2024,6,12,23,Sorik Marapi,Jawa Timur,1,Residential,Postpaid
817,817,2024-06-28 08:00:15.892032,2024,6,28,10,Mataloko,Lampung,2,Commercial,Postpaid
818,818,2024-11-05 17:36:15.892032,2024,11,5,13,Tanjung Jati B,Jawa Barat,2,Commercial,Postpaid
819,819,2025-02-05 10:13:15.892032,2025,2,5,9,Ulumbu,Sulawesi Selatan,4,Government,Postpaid
820,820,2024-09-24 19:10:15.892032,2024,9,24,22,Dieng,Sumatera Selatan,4,Government,Prepaid
821,821,2024-11-08 11:12:15.892032,2024,11,8,2,Cirata,Jawa Barat,1,Residential,Postpaid
822,822,2024-06-28 13:15:15.892032,2024,6,28,22,Dieng,Sumatera Selatan,1,Residential,Postpaid
823,823,2024-11-03 07:49:15.892032,2024,11,3,1,Karangkates,Jawa Timur,2,Commercial,Postpaid
824,824,2024-09-30 21:30:15.892032,2024,9,30,18,Jeneponto,Banten,2,Commercial,Prepaid
825,825,2024-10-22 07:00:15.892032,2024,10,22,12,Suralaya,Jawa Timur,2,Commercial,Postpaid
826,826,2025-02-09 18:26:15.892032,2025,2,9,21,Patuha,Lampung,1,Residential,Postpaid
827,827,2024-11-29 20:35:15.892032,2024,11,29,7,Sibayak,Banten,2,Commercial,Postpaid
828,828,2025-04-02 13:03:15.892032,2025,4,2,19,Likupang,DKI Jakarta,4,Government,Prepaid
829,829,2024-12-03 15:19:15.892032,2024,12,3,20,Gunung Salak,Sulawesi Selatan,3,Industrial,Postpaid
830,830,2024-12-14 01:53:15.892032,2024,12,14,1,Karangkates,Jawa Timur,2,Commercial,Postpaid
831,831,2025-04-04 05:14:15.892032,2025,4,4,18,Jeneponto,Banten,4,Government,Postpaid
832,832,2024-10-06 11:39:15.892032,2024,10,6,8,Lahendong,DKI Jakarta,4,Government,Prepaid
833,833,2024-12-18 16:02:15.892032,2024,12,18,24,Rantau Dedap,Jawa Barat,1,Residential,Prepaid
834,834,2024-09-28 20:12:15.892032,2024,9,28,8,Lahendong,DKI Jakarta,2,Commercial,Postpaid
835,835,2024-06-13 08:25:15.892032,2024,6,13,20,Gunung Salak,Sulawesi Selatan,1,Residential,Prepaid
836,836,2024-10-29 11:00:15.892032,2024,10,29,8,Lahendong,DKI Jakarta,2,Commercial,Prepaid
837,837,2024-08-12 12:02:15.892032,2024,8,12,25,Muara Laboh,Jawa Tengah,1,Residential,Postpaid
838,838,2024-10-24 05:58:15.892032,2024,10,24,25,Muara Laboh,Jawa Tengah,4,Government,Prepaid
839,839,2024-06-06 17:12:15.892032,2024,6,6,12,Suralaya,Jawa Timur,4,Government,Postpaid
840,840,2024-10-25 17:40:15.892032,2024,10,25,7,Sibayak,Banten,2,Commercial,Prepaid
841,841,2025-02-01 15:56:15.892032,2025,2,1,6,Wayang Windu,NTT,1,Residential,Prepaid
842,842,2024-07-17 09:46:15.892032,2024,7,17,23,Sorik Marapi,Jawa Timur,2,Commercial,Postpaid
843,843,2025-01-04 04:54:15.892032,2025,1,4,6,Wayang Windu,NTT,2,Commercial,Postpaid
844,844,2024-08-14 12:49:15.892032,2024,8,14,22,Dieng,Sumatera Selatan,1,Residential,Prepaid
845,845,2024-12-01 02:18:15.892032,2024,12,1,3,Saguling,Jawa Tengah,2,Commercial,Postpaid
846,846,2024-08-09 03:26:15.892032,2024,8,9,16,Tambak Lorok,Sulawesi Utara,4,Government,Postpaid
847,847,2025-03-30 10:23:15.892032,2025,3,30,6,Wayang Windu,NTT,3,Industrial,Postpaid
848,848,2024-09-18 10:11:15.892032,2024,9,18,21,Patuha,Lampung,2,Commercial,Prepaid
849,849,2024-07-16 10:08:15.892032,2024,7,16,12,Suralaya,Jawa Timur,2,Commercial,Prepaid
850,850,2024-11-14 16:55:15.892032,2024,11,14,4,Kamojang,Sumatera Utara,2,Commercial,Prepaid
851,851,2024-09-10 13:40:15.892032,2024,9,10,10,Mataloko,Lampung,2,Commercial,Prepaid
852,852,2025-02-05 21:03:15.892032,2025,2,5,1,Karangkates,Jawa Timur,3,Industrial,Postpaid
853,853,2025-04-06 08:57:15.892032,2025,4,6,18,Jeneponto,Banten,2,Commercial,Postpaid
854,854,2025-03-30 01:14:15.892032,2025,3,30,22,Dieng,Sumatera Selatan,4,Government,Postpaid
855,855,2025-01-05 00:30:15.892032,2025,1,5,8,Lahendong,DKI Jakarta,2,Commercial,Postpaid
856,856,2025-02-23 18:17:15.892032,2025,2,23,23,Sorik Marapi,Jawa Timur,3,Industrial,Postpaid
857,857,2025-02-24 16:49:15.892032,2025,2,24,23,Sorik Marapi,Jawa Timur,2,Commercial,Prepaid
858,858,2024-09-18 17:40:15.892032,2024,9,18,4,Kamojang,Sumatera Utara,4,Government,Prepaid
859,859,2024-05-29 02:52:15.892032,2024,5,29,2,Cirata,Jawa Barat,2,Commercial,Prepaid
860,860,2024-10-29 01:14:15.892032,2024,10,29,22,Dieng,Sumatera Selatan,4,Government,Prepaid
861,861,2024-09-17 08:50:15.892032,2024,9,17,21,Patuha,Lampung,2,Commercial,Postpaid
862,862,2024-10-19 06:17:15.892032,2024,10,19,3,Saguling,Jawa Tengah,3,Industrial,Postpaid
863,863,2025-01-22 13:20:15.892032,2025,1,22,1,Karangkates,Jawa Timur,1,Residential,Postpaid
864,864,2024-12-23 00:15:15.892032,2024,12,23,14,Grati,Jawa Tengah,4,Government,Prepaid
865,865,2024-08-29 17:06:15.892032,2024,8,29,18,Jeneponto,Banten,1,Residential,Prepaid
866,866,2024-12-07 11:29:15.892032,2024,12,7,6,Wayang Windu,NTT,4,Government,Postpaid
867,867,2024-11-02 05:51:15.892032,2024,11,2,18,Jeneponto,Banten,1,Residential,Prepaid
868,868,2025-01-26 09:34:15.892032,2025,1,26,20,Gunung Salak,Sulawesi Selatan,3,Industrial,Prepaid
869,869,2024-08-24 14:00:15.892032,2024,8,24,12,Suralaya,Jawa Timur,2,Commercial,Postpaid
870,870,2025-03-03 21:54:15.892032,2025,3,3,24,Rantau Dedap,Jawa Barat,1,Residential,Prepaid
871,871,2024-08-14 09:12:15.892032,2024,8,14,18,Jeneponto,Banten,4,Government,Prepaid
872,872,2025-01-12 07:22:15.892032,2025,1,12,13,Tanjung Jati B,Jawa Barat,2,Commercial,Prepaid
873,873,2025-03-05 09:41:15.892032,2025,3,5,10,Mataloko,Lampung,2,Commercial,Postpaid
874,874,2025-01-09 21:11:15.892032,2025,1,9,12,Suralaya,Jawa Timur,4,Government,Postpaid
875,875,2024-11-05 08:24:15.892032,2024,11,5,10,Mataloko,Lampung,1,Residential,Prepaid
876,876,2024-08-07 00:39:15.892032,2024,8,7,19,Likupang,DKI Jakarta,1,Residential,Postpaid
877,877,2024-06-20 02:29:15.892032,2024,6,20,17,Sidrap,NTT,1,Residential,Prepaid
878,878,2024-08-25 19:08:15.892032,2024,8,25,5,Darajat,Sulawesi Utara,1,Residential,Postpaid
879,879,2024-12-17 09:38:15.892032,2024,12,17,12,Suralaya,Jawa Timur,1,Residential,Postpaid
880,880,2024-07-30 10:18:15.892032,2024,7,30,11,Paiton,Sumatera Selatan,1,Residential,Prepaid
881,881,2024-06-19 05:09:15.892032,2024,6,19,10,Mataloko,Lampung,4,Government,Postpaid
882,882,2024-11-15 07:14:15.892032,2024,11,15,19,Likupang,DKI Jakarta,4,Government,Postpaid
883,883,2025-01-10 08:41:15.892032,2025,1,10,12,Suralaya,Jawa Timur,4,Government,Postpaid
884,884,2025-02-07 14:39:15.892032,2025,2,7,17,Sidrap,NTT,4,Government,Postpaid
885,885,2024-11-15 15:45:15.892032,2024,11,15,11,Paiton,Sumatera Selatan,4,Government,Postpaid
886,886,2024-07-11 07:58:15.892032,2024,7,11,17,Sidrap,NTT,2,Commercial,Prepaid
887,887,2024-12-24 03:55:15.892032,2024,12,24,5,Darajat,Sulawesi Utara,1,Residential,Prepaid
888,888,2025-02-24 02:21:15.892032,2025,2,24,6,Wayang Windu,NTT,4,Government,Prepaid
889,889,2025-04-19 05:10:15.892032,2025,4,19,1,Karangkates,Jawa Timur,1,Residential,Prepaid
890,890,2024-09-06 10:38:15.892032,2024,9,6,16,Tambak Lorok,Sulawesi Utara,3,Industrial,Prepaid
891,891,2025-01-23 04:06:15.892032,2025,1,23,18,Jeneponto,Banten,1,Residential,Prepaid
892,892,2024-07-05 19:41:15.892032,2024,7,5,14,Grati,Jawa Tengah,3,Industrial,Prepaid
893,893,2025-05-09 22:39:15.892032,2025,5,9,1,Karangkates,Jawa Timur,2,Commercial,Prepaid
894,894,2025-05-08 05:26:15.892032,2025,5,8,9,Ulumbu,Sulawesi Selatan,2,Commercial,Postpaid
895,895,2025-03-15 07:17:15.892032,2025,3,15,10,Mataloko,Lampung,3,Industrial,Postpaid
896,896,2025-02-19 07:11:15.892032,2025,2,19,15,Muara Karang,Sumatera Utara,4,Government,Postpaid
897,897,2024-10-31 02:55:15.892032,2024,10,31,24,Rantau Dedap,Jawa Barat,1,Residential,Postpaid
898,898,2024-08-01 12:27:15.892032,2024,8,1,6,Wayang Windu,NTT,3,Industrial,Postpaid
899,899,2024-06-30 02:13:15.892032,2024,6,30,14,Grati,Jawa Tengah,1,Residential,Postpaid
900,900,2024-06-09 17:30:15.892032,2024,6,9,23,Sorik Marapi,Jawa Timur,3,Industrial,Prepaid
901,901,2024-12-08 07:33:15.892032,2024,12,8,14,Grati,Jawa Tengah,3,Industrial,Postpaid
902,902,2024-09-01 10:51:15.892032,2024,9,1,1,Karangkates,Jawa Timur,3,Industrial,Postpaid
903,903,2024-12-14 22:13:15.892032,2024,12,14,8,Lahendong,DKI Jakarta,1,Residential,Prepaid
904,904,2024-12-02 03:21:15.892032,2024,12,2,14,Grati,Jawa Tengah,4,Government,Prepaid
905,905,2025-03-06 09:30:15.892032,2025,3,6,6,Wayang Windu,NTT,2,Commercial,Prepaid
906,906,2024-09-02 00:40:15.892032,2024,9,2,7,Sibayak,Banten,4,Government,Prepaid
907,907,2025-01-17 10:06:15.892032,2025,1,17,10,Mataloko,Lampung,2,Commercial,Postpaid
908,908,2024-12-12 15:55:15.892032,2024,12,12,18,Jeneponto,Banten,1,Residential,Prepaid
909,909,2024-08-27 05:11:15.892032,2024,8,27,1,Karangkates,Jawa Timur,2,Commercial,Prepaid
910,910,2025-05-08 22:02:15.892032,2025,5,8,7,Sibayak,Banten,1,Residential,Postpaid
911,911,2025-03-22 08:48:15.892032,2025,3,22,21,Patuha,Lampung,3,Industrial,Postpaid
912,912,2025-02-24 00:47:15.892032,2025,2,24,22,Dieng,Sumatera Selatan,4,Government,Prepaid
913,913,2024-09-22 23:09:15.892032,2024,9,22,4,Kamojang,Sumatera Utara,2,Commercial,Prepaid
914,914,2024-07-05 21:05:15.892032,2024,7,5,1,Karangkates,Jawa Timur,3,Industrial,Postpaid
915,915,2024-10-01 06:21:15.892032,2024,10,1,10,Mataloko,Lampung,3,Industrial,Prepaid
916,916,2025-02-21 17:39:15.892032,2025,2,21,20,Gunung Salak,Sulawesi Selatan,1,Residential,Prepaid
917,917,2025-02-16 17:44:15.892032,2025,2,16,14,Grati,Jawa Tengah,2,Commercial,Postpaid
918,918,2025-02-21 09:46:15.892032,2025,2,21,7,Sibayak,Banten,2,Commercial,Postpaid
919,919,2024-12-28 13:09:15.892032,2024,12,28,22,Dieng,Sumatera Selatan,3,Industrial,Prepaid
920,920,2025-02-03 19:07:15.892032,2025,2,3,1,Karangkates,Jawa Timur,1,Residential,Postpaid
921,921,2025-01-15 21:48:15.892032,2025,1,15,17,Sidrap,NTT,2,Commercial,Postpaid
922,922,2024-08-21 15:45:15.892032,2024,8,21,6,Wayang Windu,NTT,3,Industrial,Prepaid
923,923,2025-03-03 21:23:15.892032,2025,3,3,23,Sorik Marapi,Jawa Timur,1,Residential,Prepaid
924,924,2024-08-05 22:07:15.892032,2024,8,5,19,Likupang,DKI Jakarta,1,Residential,Prepaid
925,925,2024-08-12 00:17:15.892032,2024,8,12,23,Sorik Marapi,Jawa Timur,4,Government,Postpaid
926,926,2025-03-02 19:48:15.892032,2025,3,2,17,Sidrap,NTT,4,Government,Prepaid
927,927,2024-12-18 19:44:15.892032,2024,12,18,1,Karangkates,Jawa Timur,3,Industrial,Prepaid
928,928,2024-10-08 07:37:15.892032,2024,10,8,4,Kamojang,Sumatera Utara,1,Residential,Postpaid
929,929,2025-04-16 19:21:15.892032,2025,4,16,1,Karangkates,Jawa Timur,2,Commercial,Prepaid
930,930,2024-06-26 03:43:15.892032,2024,6,26,21,Patuha,Lampung,1,Residential,Prepaid
931,931,2024-09-05 15:40:15.892032,2024,9,5,25,Muara Laboh,Jawa Tengah,3,Industrial,Postpaid
932,932,2025-01-17 09:58:15.892032,2025,1,17,14,Grati,Jawa Tengah,2,Commercial,Postpaid
933,933,2025-05-08 11:21:15.892032,2025,5,8,22,Dieng,Sumatera Selatan,1,Residential,Prepaid
934,934,2025-03-14 15:42:15.892032,2025,3,14,2,Cirata,Jawa Barat,1,Residential,Prepaid
935,935,2025-03-09 17:08:15.892032,2025,3,9,19,Likupang,DKI Jakarta,3,Industrial,Prepaid
936,936,2024-11-01 11:29:15.892032,2024,11,1,20,Gunung Salak,Sulawesi Selatan,3,Industrial,Prepaid
937,937,2024-09-18 13:58:15.892032,2024,9,18,1,Karangkates,Jawa Timur,2,Commercial,Postpaid
938,938,2024-10-16 00:20:15.892032,2024,10,16,11,Paiton,Sumatera Selatan,2,Commercial,Prepaid
939,939,2025-01-13 17:09:15.892032,2025,1,13,16,Tambak Lorok,Sulawesi Utara,2,Commercial,Postpaid
940,940,2025-02-28 12:59:15.892032,2025,2,28,11,Paiton,Sumatera Selatan,1,Residential,Postpaid
941,941,2025-01-28 23:05:15.892032,2025,1,28,11,Paiton,Sumatera Selatan,3,Industrial,Postpaid
942,942,2024-07-15 14:36:15.892032,2024,7,15,15,Muara Karang,Sumatera Utara,4,Government,Prepaid
943,943,2025-05-06 04:34:15.892032,2025,5,6,19,Likupang,DKI Jakarta,2,Commercial,Postpaid
944,944,2025-03-01 03:09:15.892032,2025,3,1,10,Mataloko,Lampung,4,Government,Prepaid
945,945,2024-12-07 18:13:15.892032,2024,12,7,15,Muara Karang,Sumatera Utara,4,Government,Postpaid
946,946,2025-01-25 10:38:15.892032,2025,1,25,16,Tambak Lorok,Sulawesi Utara,3,Industrial,Postpaid
947,947,2025-04-28 22:58:15.892032,2025,4,28,14,Grati,Jawa Tengah,4,Government,Postpaid
948,948,2024-11-14 06:14:15.892032,2024,11,14,6,Wayang Windu,NTT,1,Residential,Postpaid
949,949,2025-01-21 19:25:15.892032,2025,1,21,2,Cirata,Jawa Barat,2,Commercial,Postpaid
950,950,2025-01-14 18:00:15.892032,2025,1,14,1,Karangkates,Jawa Timur,3,Industrial,Postpaid
951,951,2024-08-20 08:31:15.892032,2024,8,20,25,Muara Laboh,Jawa Tengah,2,Commercial,Prepaid
952,952,2024-09-21 21:07:15.892032,2024,9,21,25,Muara Laboh,Jawa Tengah,1,Residential,Prepaid
953,953,2025-03-07 18:46:15.892032,2025,3,7,25,Muara Laboh,Jawa Tengah,3,Industrial,Prepaid
954,954,2024-06-07 14:19:15.892032,2024,6,7,7,Sibayak,Banten,3,Industrial,Prepaid
955,955,2024-11-28 17:00:15.892032,2024,11,28,1,Karangkates,Jawa Timur,2,Commercial,Postpaid
956,956,2025-01-29 14:39:15.892032,2025,1,29,16,Tambak Lorok,Sulawesi Utara,2,Commercial,Postpaid
957,957,2025-03-27 03:48:15.892032,2025,3,27,23,Sorik Marapi,Jawa Timur,2,Commercial,Prepaid
958,958,2024-07-30 14:44:15.892032,2024,7,30,1,Karangkates,Jawa Timur,3,Industrial,Prepaid
959,959,2025-05-03 15:41:15.892032,2025,5,3,14,Grati,Jawa Tengah,1,Residential,Prepaid
960,960,2024-09-21 03:17:15.892032,2024,9,21,2,Cirata,Jawa Barat,1,Residential,Prepaid
961,961,2024-10-12 10:53:15.892032,2024,10,12,1,Karangkates,Jawa Timur,1,Residential,Prepaid
962,962,2024-12-20 06:54:15.892032,2024,12,20,6,Wayang Windu,NTT,2,Commercial,Postpaid
963,963,2025-01-31 22:15:15.892032,2025,1,31,2,Cirata,Jawa Barat,1,Residential,Prepaid
964,964,2025-04-22 18:56:15.892032,2025,4,22,19,Likupang,DKI Jakarta,4,Government,Prepaid
965,965,2024-11-09 17:24:15.892032,2024,11,9,20,Gunung Salak,Sulawesi Selatan,3,Industrial,Postpaid
966,966,2024-11-10 10:13:15.892032,2024,11,10,24,Rantau Dedap,Jawa Barat,3,Industrial,Postpaid
967,967,2024-06-23 20:39:15.892032,2024,6,23,20,Gunung Salak,Sulawesi Selatan,4,Government,Prepaid
968,968,2024-12-11 04:17:15.892032,2024,12,11,9,Ulumbu,Sulawesi Selatan,3,Industrial,Postpaid
969,969,2025-01-18 03:10:15.892032,2025,1,18,19,Likupang,DKI Jakarta,1,Residential,Prepaid
970,970,2025-02-26 06:27:15.892032,2025,2,26,25,Muara Laboh,Jawa Tengah,2,Commercial,Prepaid
971,971,2025-03-05 16:39:15.892032,2025,3,5,3,Saguling,Jawa Tengah,2,Commercial,Postpaid
972,972,2024-09-07 15:45:15.892032,2024,9,7,7,Sibayak,Banten,1,Residential,Prepaid
973,973,2024-12-05 09:17:15.892032,2024,12,5,7,Sibayak,Banten,1,Residential,Prepaid
974,974,2024-10-27 14:04:15.892032,2024,10,27,22,Dieng,Sumatera Selatan,2,Commercial,Prepaid
975,975,2025-01-18 11:16:15.892032,2025,1,18,4,Kamojang,Sumatera Utara,2,Commercial,Prepaid
976,976,2025-04-15 19:32:15.892032,2025,4,15,20,Gunung Salak,Sulawesi Selatan,3,Industrial,Prepaid
977,977,2025-05-18 11:08:15.892032,2025,5,18,22,Dieng,Sumatera Selatan,3,Industrial,Postpaid
978,978,2025-04-30 06:17:15.892032,2025,4,30,4,Kamojang,Sumatera Utara,1,Residential,Prepaid
979,979,2024-10-01 03:52:15.892032,2024,10,1,22,Dieng,Sumatera Selatan,2,Commercial,Postpaid
980,980,2024-12-06 10:05:15.892032,2024,12,6,10,Mataloko,Lampung,1,Residential,Prepaid
981,981,2024-12-14 08:41:15.892032,2024,12,14,4,Kamojang,Sumatera Utara,3,Industrial,Postpaid
982,982,2024-12-06 21:49:15.892032,2024,12,6,8,Lahendong,DKI Jakarta,3,Industrial,Prepaid
983,983,2024-08-19 01:14:15.892032,2024,8,19,22,Dieng,Sumatera Selatan,2,Commercial,Prepaid
984,984,2025-04-01 23:49:15.892032,2025,4,1,3,Saguling,Jawa Tengah,1,Residential,Prepaid
985,985,2024-12-04 09:52:15.892032,2024,12,4,3,Saguling,Jawa Tengah,1,Residential,Prepaid
986,986,2025-05-19 02:11:15.892032,2025,5,19,22,Dieng,Sumatera Selatan,4,Government,Prepaid
987,987,2025-04-24 01:35:15.892032,2025,4,24,20,Gunung Salak,Sulawesi Selatan,3,Industrial,Prepaid
988,988,2025-02-28 09:43:15.892032,2025,2,28,23,Sorik Marapi,Jawa Timur,4,Government,Postpaid
989,989,2024-11-20 01:31:15.892032,2024,11,20,14,Grati,Jawa Tengah,2,Commercial,Prepaid
990,990,2025-03-03 21:58:15.892032,2025,3,3,5,Darajat,Sulawesi Utara,4,Government,Prepaid
991,991,2024-11-11 01:42:15.892032,2024,11,11,4,Kamojang,Sumatera Utara,3,Industrial,Prepaid
992,992,2025-05-18 18:40:15.892032,2025,5,18,1,Karangkates,Jawa Timur,4,Government,Prepaid
993,993,2024-08-04 13:37:15.892032,2024,8,4,4,Kamojang,Sumatera Utara,2,Commercial,Postpaid
994,994,2024-12-19 13:28:15.892032,2024,12,19,10,Mataloko,Lampung,4,Government,Postpaid
995,995,2025-02-20 18:10:15.892032,2025,2,20,10,Mataloko,Lampung,3,Industrial,Postpaid
996,996,2025-02-18 17:07:15.892032,2025,2,18,12,Suralaya,Jawa Timur,4,Government,Prepaid
997,997,2024-10-23 12:51:15.892032,2024,10,23,12,Suralaya,Jawa Timur,4,Government,Postpaid
998,998,2024-12-10 05:32:15.892032,2024,12,10,19,Likupang,DKI Jakarta,4,Government,Prepaid
999,999,2025-01-30 12:59:15.892032,2025,1,30,6,Wayang Windu,NTT,3,Industrial,Postpaid
1000,1000,2024-07-18 04:03:15.892032,2024,7,18,7,Sibayak,Banten,3,Industrial,Postpaid
